3066;Corbins, Rodriguez, & Savocchi;600 Central Ave;38;27;02/06/82 10:33;1985-11-24;68544.1824;15110.6984;10071;129;49418.6021;233120.0;12925719.0
3067;Lake Shore Publishing;785 Highland place;19;32;04/05/06 03:40;2000-03-20;25423.1274;18160.3272;18113;106;15448.9216;8.137954E+6;592061448.0
3068;Flinn Mosquito and Pest Contro;22 Clay rd.;4;44;10/05/87 12:07;1989-10-16;29702.4650;886.2896;12699;200;87262.1104;9.586616E+6;5608152.0
3069;Parties Galore Golf Course;857 Woodbine Rd;14;19;05/04/02 03:13;2003-12-17;9434.2960;21645.5850;24264;217;31092.7494;4.6175E+6;461923503.0
3070;First National Bank of Ottowa;266 Green Bay Rd.;37;15;02/12/02 03:07;1990-01-25;20130.5612;222.2853;8604;189;28248.4035;2.1292E+6;378705414.0
3071;Air Indonesia;632 Roger Williams;24;8;12/03/03 11:08;1974-11-07;44294.5887;42120.2772;30902;54;78930.0595;5.316352E+6;244591096.0
3072;janice Mann Accounting Service;1619 Judson Ave. Apt #34B;22;44;06/03/04 02:53;1986-12-08;60417.8184;52569.2760;6672;113;52660.5608;5.798568E+6;21736806.0
3073;Myers Chocolates and Confectio;4467 Sheridan Rd.;29;23;07/12/02 10:28;1998-01-28;7164.2341;86263.9905;15645;220;16892.6814;8.18931E+6;373384256.0
3074;Block Boats and Lures;77 Blackhawk Rd;10;44;01/09/01 09:40;1987-05-16;86591.5160;24438.2094;8982;96;4556.4300;6.264003E+6;309628302.0
3075;Salt & Pepper Catering Service;1859 Green Bay Rd.;41;38;06/08/02 02:33;2000-12-31;44857.6214;8582.9251;8865;12;81710.7744;761183.0;87305007.0
3076;Sigman and Freud Psychiatry;3100 Trailer Way;4;19;01/08/00 04:07;2006-09-23;23204.1802;20928.5838;3263;184;7602.2078;2.146505E+6;33333635.0
3077;Nina's Snow Plowing;629 Kincaid Ave.;48;4;06/05/75 10:07;1985-12-04;58320.4176;12134.9549;21866;34;31953.0520;2.805664E+6;284882216.0
3078;Futoons Cartoons Emporium;629 Kincaid Ave.;17;14;05/12/04 01:22;2006-04-05;65334.7575;22678.9272;20022;152;45648.8965;5.002776E+6;23159401.0
3079;Highland Lanes;600 Central Ave;11;37;05/06/06 05:27;1985-02-09;60580.5296;11612.6360;11099;88;60556.1857;8.22914E+6;854919060.0
3080;Salt & Pepper Catering Service;1799 Rosemary Way;31;24;03/11/93 04:00;1985-05-06;19285.1548;63786.9441;26716;80;23391.5090;9.954599E+6;74977770.0
3081;Got It All Electronics Supply;1858 Balsam Way;42;22;04/04/07 04:20;1997-01-04;74976.2949;5780.4400;7001;198;15358.8100;1.050071E+6;4564000.0
3082;Portugal, Liddy, & Son Ltd.;3062 Lindenwood Ln.;2;29;06/10/02 03:42;2000-12-14;55288.6304;70958.2752;29439;54;69002.9050;7.2549E+6;497067746.0
3083;Morton Roofing and Siding;632 Florence Dr.;39;10;06/03/83 07:35;1990-11-25;17011.2404;59799.4160;29431;54;80576.6968;5.212464E+6;599208224.0
3084;Nina's Snow Plowing;2112 Ravine Drive;4;41;06/06/84 05:53;2000-05-07;96033.0385;64990.3523;10293;2;87240.0260;8.793725E+6;12662880.0
3085;Yale Remins Temp Agency;1714 Clifton Rd.;44;4;05/03/02 03:20;1980-09-14;12513.7584;3264.0558;1044;206;48360.8660;3.90801E+6;128645334.0
3086;Doll House Rock;4522 N. Greenview Apt. 1B;8;48;06/12/72 03:20;2000-01-17;98299.8960;46400.6915;3177;234;60103.5895;3.87384E+6;871368003.0
3087;Loyal Order of Buffalo;433 Burton Ave.;8;17;08/11/02 02:55;2006-03-11;94861.3808;30745.4690;11760;41;39816.4492;3.31014E+6;395286016.0
3088;Transformation Enterprises;465 Stratford Rd.;33;11;07/01/92 11:35;2003-05-22;50094.1738;83397.2864;23846;116;35378.5252;2.229331E+6;212710032.0
3089;Lee Stairworks and Carpentry,;35 Glenlake Dr.;20;31;08/08/04 09:27;2004-01-25;67100.1300;35368.0944;13461;224;18520.1050;7.889347E+6;887565735.0
3090;Nina's Snow Plowing;1077 Court Ave.;3;42;05/10/02 06:42;2006-05-03;25571.6720;20107.0400;21435;61;74600.1705;9.491956E+6;81888000.0
3091;DBN Bank;406 Trinity Ct.;46;2;04/01/77 04:53;2002-01-26;78434.7000;37413.9154;18630;4;83456.8764;3.039993E+6;217745860.0
3092;Marcy Elaine Bakery;1019 Deerfield Rd.;50;39;05/07/85 09:27;1993-02-20;74340.0365;95545.7795;1140;44;89024.8036;1.407514E+6;404575577.0
3093;Brand Y Creative Services;1679 McCraren;41;4;01/12/06 10:00;1977-09-08;84900.2752;38484.5672;7446;146;22370.7576;8.610274E+6;6164650.0
3094;janice Mann Accounting Service;445 Park Ave.;39;44;10/06/03 01:42;2001-03-03;67114.5722;75400.4202;28184;80;15502.1979;2.244276E+6;381172066.0
3095;Cotton Thumb Ltd.;1912 Old Briar Lane #2;24;8;04/09/85 05:40;2001-10-09;27520.3760;87974.4670;12510;56;14488.0788;1.611099E+6;823139922.0
3096;Schnitzer Denist College;201-C Frontage Rd.;37;8;03/08/02 02:47;2002-09-18;31574.5516;52336.0990;31501;19;34208.0989;6.2388E+6;315302092.0
3097;Mail Boxes Et. Al.;38976 Forest View Rd.;48;33;01/06/70 04:47;2006-04-29;28806.7142;17993.3160;22523;115;27530.4599;8.394432E+6;50837159.0
3098;Happ Aluminum Siding Co.;242 Ashland Ave.;43;20;11/05/85 11:53;2004-05-12;42120.1120;7806.8748;16331;40;67616.0660;71292.0;103289670.0
3099;Pac Builders;139 Bay Colony Dr.;41;3;02/07/91 01:53;1980-12-06;19716.9704;27764.7280;16245;27;41489.8024;9.967488E+6;37868160.0
3100;Portugal, Liddy, & Son Ltd.;4522 N. Greenview Apt. 1B;3;46;06/07/01 02:07;1994-07-25;43069.2586;58670.5968;4408;206;32160.3000;999624.0;22382165.0
3101;Myers Chocolates and Confectio;241 Callan Rd.;39;50;11/02/01 10:53;2006-04-18;58601.0080;47060.4610;20844;64;3600.9800;5.500416E+6;3894744.0
3102;Nirabi Auto Service;175 beech St.;16;41;06/05/88 10:08;1992-08-25;28256.3397;775.7478;31779;248;67970.2340;7.136756E+6;16984825.0
3103;Quad City Cleaning;1915 Lewis Ln.  Apt 13;14;39;06/07/90 02:22;2004-12-31;86848.2498;34640.5136;4746;212;51126.0630;5.868701E+6;232390488.0
3104;Facelift Kitchen and Bath;38976 Forest View Rd.;5;24;09/01/97 04:53;1990-11-01;73982.3233;7932.8040;14115;92;33988.8905;264512.0;103777011.0
3105;Acturial Enterprises Ltd.;1535 Knollwood Drive;43;37;09/07/93 07:27;2006-12-16;94304.4965;57048.8000;17910;226;52500.9327;9.039328E+6;661176852.0
3106;Chands CPA;1954 First St.;34;48;01/06/02 05:13;1983-03-29;63591.8080;88365.7381;3408;40;4042.9731;827531.0;296391349.0
3107;Lake Shore Beaches;201-C Frontage Rd.;40;43;11/04/02 08:00;1986-12-10;22664.7558;37748.5178;24500;166;92472.6910;3.896072E+6;15325243.0
3108;Kermit the Pet Shop;45 South Deer Creek Drive;35;41;01/12/01 04:40;2001-04-08;33845.7564;68746.7518;7173;115;26320.1036;8.610704E+6;118186362.0
3109;Masterlands Cleaning;770 Exmoor Rd.;11;3;10/12/89 02:27;1998-02-27;13290.8272;43811.1482;1101;213;40256.5150;9.823865E+6;66656055.0
3110;Acme Chemical Supply;857 Woodbine Rd;2;39;07/05/05 06:07;1992-08-18;57416.9062;13450.8859;3253;249;14470.2820;4.53023E+6;142955900.0
3111;AA Advertising;512 Hill;44;16;02/05/81 02:47;1980-02-20;42980.6070;22216.6925;27100;234;95164.6638;6.051466E+6;336046500.0
3112;Camp Oconomowoc;1065 Hillcrest Circle;22;14;08/04/90 08:33;2006-12-31;41612.0618;84245.7900;1824;6;50502.8705;4.043648E+6;404488648.0
3113;Block Boats and Lures;2644 Princeton Ln.;5;5;05/10/03 12:47;1999-01-12;11136.8064;16835.7104;18210;40;3504.9856;6.50912E+6;36990568.0
3114;Jay's Cabinet Company;115 Judson Rd.;29;43;07/07/82 10:35;2003-06-19;76644.6582;36888.9065;10303;232;46823.5657;2.35368E+6;89103525.0
3115;Venturi Discount Drugs;334 Lynn Terrace;42;34;04/04/89 02:33;1989-08-26;91005.8688;66600.4480;4926;212;35974.2536;3.38904E+6;206588694.0
3116;Elm Place Business Supplies;937 Judson Ave.;50;40;04/11/07 08:42;2000-07-06;74250.7876;86102.1232;12551;109;60892.4684;4.404683E+6;406330992.0
3117;Moveit Motercycle Service;406 Trinity Ct.;40;35;12/08/78 09:40;2006-04-26;29140.7904;14047.2985;26700;30;78144.0850;8.864772E+6;373762801.0
3118;Happ Aluminum Siding Co.;355 Golf Rd.;18;11;09/12/83 06:27;2006-07-11;62784.5816;68736.6760;4958;94;34300.6775;4.75276E+6;50245448.0
3119;AAA Daniels Antiques;1270 Linden Ave.;48;2;12/12/72 10:00;1994-07-13;79616.5300;65000.1427;505;22;3228.7376;275012.0;69608796.0
3120;Cotton Thumb Ltd.;1619 Judson Ave. Apt #34B;34;44;11/08/97 12:33;1989-10-03;99856.7074;96054.3680;7470;89;68792.0960;8.8132E+6;32768843.0
3121;Parkway Auto Body;2510 Crain;50;22;09/09/71 02:22;2007-06-13;63350.1680;53424.4196;13425;153;40304.6250;2.15572E+6;99329640.0
3122;Park District Of America;2678 Sheridan Rd.;41;5;09/03/06 05:20;2004-01-22;82456.7444;80510.2524;15911;238;71516.8800;3.22283E+6;12510603.0
3123;Funnyface Amusement Games;1714 Clifton Rd.;25;29;05/06/90 04:33;1974-07-14;42556.5290;53160.1290;16740;114;20605.2305;7.346825E+6;29391558.0
3124;North Shore Appliance Service;1920 Sunnyside Ave.;16;42;08/09/72 12:33;1977-12-12;34720.4134;48494.6998;10743;254;97217.6868;9.380448E+6;115615264.0
3125;Johnson, Erico & Co CPA's;4763 Blackhawk Rd.;5;50;12/08/75 08:20;1993-07-19;69140.3751;42761.1338;14679;139;59250.1664;8.013975E+6;7642430.0
3126;Facelift Kitchen and Bath;1633 McGovern place;23;40;07/02/84 06:28;2005-07-05;18430.7100;59800.9088;22506;200;98384.1922;7.04165E+6;194874470.0
3127;Morgan Construction Co;2510 Crain;39;18;05/05/01 11:00;2006-10-27;43829.5032;56025.7756;28735;128;29074.3225;2.149788E+6;696066615.0
3128;Salt & Pepper Catering Service;2505 Allison ct.;34;48;01/12/86 01:08;2005-06-05;39304.2396;47443.8238;23064;212;19395.7009;2.055204E+6;366172219.0
3129;Rythmics Ltd.;367Bluebird Terr.;26;34;11/08/01 08:48;1971-05-05;92745.4250;78530.5760;7428;142;75248.6590;6.85358E+6;42859990.0
3130;Futoons Cartoons Emporium;852 Sumac Rd.;41;50;11/06/94 10:22;1970-05-17;74240.1364;44615.1989;4203;97;14333.9168;1.809522E+6;213012528.0
3131;Elle Hypnosis and Therapy Cent;1907 S. Prospect Ave.;26;41;09/06/93 12:48;2001-07-15;66315.9870;68912.6692;20484;80;76077.5625;729484.0;353284281.0
3132;Rythmics Ltd.;12 Craven Way;12;25;04/12/91 02:53;2007-08-29;81535.0580;69506.2077;1016;196;55240.6348;4.793769E+6;352885389.0
3133;Lake Shore Beaches;210 Cresant Rd.;29;16;07/12/71 04:15;1989-01-08;73898.7476;35248.1858;7982;246;51915.2718;139280.0;389525721.0
3134;Resnick DDS;445 Park Ave.;45;5;12/03/86 03:48;2001-09-07;13830.8633;53715.2495;22393;41;97660.8385;5.459106E+6;37418752.0
3135;Toggle & Myerson Ltd;241 Callan Rd.;22;23;06/01/08 09:22;2003-05-02;80000.7676;84690.3327;12834;144;78245.7180;941416.0;102382488.0
3136;Rythmics Ltd.;872 Virginia Rd.;13;39;03/08/71 01:15;2002-07-17;26184.8750;47751.6572;8028;30;22430.8592;5.45434E+6;201185004.0
3137;Facelift Kitchen and Bath;839 Burton Ave;41;34;01/06/04 02:22;1986-06-28;77656.8724;80305.0115;26385;117;24792.0974;8.504776E+6;406955096.0
3138;Griffith Paving and Sealcoatin;854 Woodbine;19;26;10/04/97 08:07;1989-04-06;65744.4436;72226.2213;26409;1;94665.2674;6.016356E+6;2859519.0
3139;Arthur M. Feildberg Galleries;2870 Skokie Rd.;37;41;08/12/94 03:07;2000-03-10;14199.8623;34400.8160;4071;153;49598.9850;4.004094E+6;139790460.0
3140;Glenwood Credit Union;1234 Devonshire Court;22;26;07/01/79 12:13;1974-01-08;89650.2482;53500.3092;8000;12;52920.0900;9.004913E+6;260410590.0
3141;Gilbert Co.;1185 County line Rd.;40;12;06/10/78 11:00;1992-06-11;33178.3258;29217.9464;20429;218;45064.2908;2.396863E+6;180517932.0
3142;Percy Photography;456 Groverland Ave.;46;29;01/06/05 01:13;2005-07-31;75610.9304;56871.9380;14384;168;44365.1359;2.97301E+6;46023462.0
3143;janice Mann Accounting Service;1126 Hillcrest Ave;40;45;06/04/07 07:40;1989-05-14;94128.0640;4704.5807;22827;240;97296.6948;6.065316E+6;183253784.0
3144;Parkway Auto Body;812 North Ave.;23;22;04/01/90 04:28;2005-03-20;40565.9311;37781.6800;30666;176;33600.9332;4.191312E+6;26112350.0
3145;Lake Shore Publishing;1575 Oak Ave.  Apt. 2C;19;13;05/12/03 08:00;2006-12-26;13713.3728;27782.1152;11366;72;17598.6034;9.176452E+6;889003080.0
3146;Lidhal design Corp.;899 Harvard Ct;30;41;07/02/01 12:02;1994-08-16;56394.1801;58342.3890;15831;196;1244.3280;9.067912E+6;277945425.0
3147;Air Barbados;21 Lakeview Terrace #2312;13;19;07/02/96 02:27;1978-08-16;13363.5999;18696.6010;22999;189;89280.5890;4.483648E+6;53176002.0
3148;Mail Boxes Et. Al.;21 Lakeview Terrace #2312;32;37;06/06/01 12:47;2003-01-16;55416.4100;19675.1024;29557;12;16796.7872;6.273355E+6;475694300.0
3149;Kosmo Consulting;969 Saxony Drive;19;22;03/05/01 08:22;2007-12-14;63500.0110;52816.0440;18555;128;7990.4856;3.180229E+6;432127398.0
3150;Brand Y Creative Services;35 Glenlake Dr.;3;40;06/03/08 06:40;2001-04-09;41425.7484;84325.9866;10410;27;32848.6472;8.4079E+6;222968268.0
3151;Lickmen Restoration;406 Trinity Ct.;27;46;04/12/88 04:15;1985-11-18;69120.9580;64775.4400;5520;201;70532.4535;7.137488E+6;119867580.0
3152;Transformation Enterprises;1875 Roger Williams Ave.;18;40;01/10/08 10:22;1996-03-31;68524.1120;31792.8874;26016;192;55490.2080;7.160946E+6;336670711.0
3153;Toggle & Myerson Ltd;614 green bay Rd.;48;23;07/12/87 06:27;2004-11-06;19411.4486;61355.6630;21418;88;22892.0735;3.845685E+6;184575174.0
3154;North West Gas Co.;4467 Sheridan Rd.;29;19;08/12/78 09:07;2004-01-01;37700.8200;10092.6375;9190;6;39645.4682;898495.0;23050195.0
3155;Venturi Discount Drugs;785 Highland place;20;30;03/08/92 04:22;2000-10-04;32575.3493;68456.4294;3103;34;85466.1631;5.857033E+6;35195445.0
3156;Pete's Auto Repair;1547 Knolwood Rd.;16;13;07/01/83 10:28;1990-12-05;81354.0673;83975.3808;5367;73;75816.5825;3.136414E+6;299303360.0
3157;Nirabi Auto Service;1704 Ridgelee Rd;37;32;03/07/03 02:20;1978-02-19;26833.8679;19098.9928;5230;133;33960.0435;5.03746E+6;32934990.0
3158;Nel Video Productions;3150 Skokie Valley Rd.;31;19;04/10/77 09:00;2001-07-08;84021.5280;66656.9470;14615;18;38880.7892;5.49364E+6;35296856.0
3159;Smith Communications Inc.;1920 Sunnyside Ave.;47;3;04/07/94 06:33;2006-01-25;35027.9384;52672.2576;2868;41;31224.0395;3.353435E+6;711997015.0
3160;Air Barbados;3062 Lindenwood Ln.;26;27;04/06/00 12:20;1970-10-19;41808.5073;83600.4082;3013;214;86180.1092;6.275317E+6;128100478.0
3161;Maintence Services of Maine;1859 Green Bay Rd.;11;18;02/04/79 11:53;1994-04-13;66700.1356;85602.4802;9684;40;38054.7107;9.799216E+6;177634560.0
3162;Air India;313 Grove Ave.;35;48;01/09/86 12:47;1982-09-22;56570.4446;19108.5000;10665;90;34118.9674;794518.0;165521756.0
3163;Acturial Enterprises Ltd.;643 De Temple Rd.;20;29;02/12/02 03:07;2000-12-31;60654.2448;1264.4402;28347;58;65540.0462;6.489088E+6;190767226.0
3164;Jay's Cabinet Company;201-C Frontage Rd.;21;20;07/07/98 09:00;2000-09-06;45441.3634;68050.6240;24435;45;43892.5722;1.85026E+6;744842439.0
3165;Metro Appliance Service;430 Oakland Drive;11;16;09/03/72 03:33;1972-10-27;27224.0318;64468.7856;27568;16;3616.3862;4.41968E+6;211238541.0
3166;Nina's Snow Plowing;512 Hill;9;37;02/03/03 08:53;2004-08-26;80443.4702;7688.4276;28797;98;46015.9440;1.707168E+6;146374872.0
3167;Schmidt Denists;600 Central Ave;11;31;04/03/88 01:20;2002-12-16;22990.7875;82470.4280;29214;98;35875.5188;278650.0;387462543.0
3168;Venturi Discount Drugs;120 high St.;45;47;06/02/94 09:35;2000-05-15;44760.0196;34750.6400;24807;247;92588.5103;9.75032E+6;753583824.0
3169;Brand Y Creative Services;1701 W. Mellody Rd.;24;26;02/12/97 01:35;2007-06-17;82900.2000;44300.3934;23934;238;40196.8717;1.187552E+6;439096910.0
3170;Parkway Auto Body;1101 Deerfield Place;45;11;01/03/78 11:33;2002-03-21;23536.0322;48925.3152;24573;228;59796.5320;6.354836E+6;11143272.0
3171;Ebert Music Center;1450 Harding Ave.;48;35;03/08/93 07:40;1999-08-07;70880.9107;34560.4643;11327;74;25165.2372;1.998222E+6;707217280.0
3172;Brand Y Creative Services;839 Burton Ave;22;20;09/06/85 10:20;2001-04-30;86612.8114;41590.9908;3527;171;56331.4524;9.421632E+6;425398104.0
3173;Nyman Interior Design;1155 Ridgewood Drive;10;21;04/04/83 10:27;1972-09-08;9134.0474;97282.2680;17924;168;47922.4448;8.035168E+6;35680975.0
3174;Chicagoland Cleaners;865 Old Tall Tree Lane;37;11;04/09/07 10:20;1971-07-30;53904.2562;41152.3479;3734;156;8696.5586;2.585646E+6;458488840.0
3175;Camp Oconomowoc;3478 Bryn Mawr St.;31;9;03/05/76 04:20;1982-04-19;81764.6081;10142.8815;2995;14;7120.4723;3.974294E+6;636096365.0
3176;Derbin Contracting Services;1777 balsamic Ave.;1;11;08/09/84 11:00;1980-01-11;23544.3888;10058.8568;29664;54;32640.8501;9.043553E+6;151984890.0
3177;Pac Builders;726 White Oaks Ave.;47;45;01/02/80 04:02;2002-03-07;28688.4755;44704.7350;4479;86;52600.5080;7.730374E+6;12900195.0
3178;Dean Grant Buick and Crysler;266 Green Bay Rd.;47;24;03/11/87 08:15;1982-07-22;58400.7871;94757.6640;16512;24;21313.1069;6.077388E+6;736331211.0
3179;Lake Shore Beaches;2870 Skokie Rd.;18;45;10/11/78 03:33;2003-04-07;17656.0265;25714.1886;2175;108;18064.8716;2.6037E+6;68321728.0
3180;Hi-Land Art & Frame;785 Highland place;4;48;02/08/87 11:40;2007-02-01;4798.3850;18241.9528;751;16;26842.1961;1.022264E+6;667203867.0
3181;Schnitzer Denist College;1907 S. Prospect Ave.;21;22;05/11/84 02:28;2000-11-11;87125.4890;35502.5650;24534;160;31446.4464;559920.0;443855178.0
3182;Dean Grant Buick and Crysler;302-A Crestwood Village Rd.;24;10;04/05/03 05:42;2006-06-29;2258.8063;87076.8418;7278;92;14290.1250;747520.0;40689375.0
3183;Air India;456 Grossman Ln.;49;37;02/05/02 08:22;2000-04-23;12812.7957;9956.7939;29763;120;65316.7030;366002.0;16566231.0
3184;Lambert & Locke Legal Services;302-A Crestwood Village Rd.;1;31;01/08/03 06:08;1987-12-14;77790.4984;63225.4824;906;197;88552.9216;46683.0;306137052.0
3185;Nirabi Auto Service;225 Jeffrys Place;27;1;09/11/90 02:00;1982-09-03;34630.9310;98138.9807;4991;246;75953.9248;5.43197E+6;415496340.0
3186;Mac Computer Warehouse;1633 McGovern place;41;47;03/03/06 10:27;1990-09-30;20030.1994;92428.1952;5225;159;51590.8077;5.820353E+6;797617790.0
3187;Lidhal design Corp.;1233 Arbor Rd.;50;47;05/03/04 02:15;1986-08-19;31534.3568;88446.2784;27903;132;61902.9288;4.042E+6;168150840.0
3188;Futoons Cartoons Emporium;1975 elmwood Circle;1;18;10/11/74 02:55;2001-06-15;88156.2102;82226.8128;28368;228;96728.9142;1.450884E+6;218639700.0
3189;Mail Boxes Et. Al.;1575 Oak Ave.  Apt. 2C;10;4;01/08/93 06:35;1993-08-04;5371.8157;77095.6284;26606;20;8400.4635;3.772634E+6;608810552.0
3190;Glassman & Stone;5518 Madison St.;44;21;05/06/78 02:07;1994-07-21;27968.4396;5268.6300;16935;72;99696.9344;1.689154E+6;742223306.0
3191;Energy Source Diet Centers;2936 Arlington Ave.;47;24;01/04/70 06:40;2006-08-20;32276.4612;83304.7163;28927;242;12513.8560;65280.0;544767184.0
3192;Chicagoland Cleaners;1235 Easton Rd.;16;49;10/07/97 03:00;1993-03-14;83267.7638;14600.0888;19448;39;99615.5366;6.240855E+6;168873198.0
3193;Schmidt Denists;2032 Northbrook Ct.;7;1;05/08/76 05:55;1993-01-20;94245.5846;61760.3163;29324;73;62174.5612;7.490733E+6;78513631.0
3194;Corbins, Rodriguez, & Savocchi;430 Oakland Drive;36;27;02/02/02 11:07;2004-04-19;28351.1424;51649.0630;24073;125;4410.4312;1.157064E+6;835601908.0
3195;Air France;244 Briar Ln;22;41;01/09/00 10:20;1985-12-08;57216.8595;11036.1128;17505;110;38410.6522;6.736005E+6;92933724.0
3196;Highland Heights Gift Shop;3901 Chester Ave. Apt. 3C;6;50;01/10/06 02:22;2000-05-11;87606.1730;91475.6926;5802;82;45507.8391;5.475848E+6;535048416.0
3197;Michael Montgomery Hair Saloon;4763 Blackhawk Rd.;14;1;02/08/75 04:48;1974-08-24;5438.0751;97155.8484;24217;216;82424.0340;428465.0;168775908.0
3198;Nina's Snow Plowing;1875 Roger Williams Ave.;11;10;12/03/85 06:27;2006-07-04;82805.9720;17787.4704;31145;244;636.5019;2.965152E+6;148178170.0
3199;Flinn Mosquito and Pest Contro;1575 Oak Ave.  Apt. 2C;31;44;04/04/04 02:33;2000-07-28;86238.3814;59110.0707;18075;237;46110.2028;8.968349E+6;650192112.0
3200;Gordon & Son Brockerage Ltd.;210 Cresant Rd.;27;47;11/09/05 08:35;1987-11-24;60635.8703;3204.0232;11259;76;78295.9004;3.428775E+6;350113715.0
3201;Woodworks Co.;210 Cresant Rd.;25;16;02/07/00 01:53;2000-04-18;89858.9096;76836.3464;25284;173;12367.9594;5.356584E+6;410719710.0
3202;Lidhal design Corp.;872 Virginia Rd.;43;7;05/06/00 07:00;2006-10-15;40000.7832;94480.7942;29448;72;4604.8488;6.074176E+6;421177440.0
3203;Johnson, Erico & Co CPA's;456 Groverland Ave.;1;36;11/11/01 05:33;2002-12-30;45340.4842;99916.5323;16334;4;91008.1679;8.603345E+6;365053955.0
3204;Lake Shore Publishing;785 Highland place;35;22;05/02/93 11:48;1982-06-26;43400.2568;61040.8208;2401;74;50444.8812;9.774412E+6;281846058.0
3205;Schnitzer Denist College;1858 Balsam Way;48;6;10/09/00 09:42;2006-01-28;12144.8064;11894.4040;2337;176;69972.7200;558508.0;293210358.0
3206;Air France;12 Walker Ave.;34;14;09/12/73 03:33;1970-11-17;41418.0400;64112.4296;24975;43;67339.9199;1.350887E+6;306888096.0
3207;Masterlands Cleaning;937 Judson Ave.;32;11;07/04/00 07:07;1974-12-20;20999.0060;12748.6285;13380;222;65349.2651;6.277266E+6;400298358.0
3208;AA Advertising;550 Sheridan;4;31;01/01/03 08:53;1975-10-30;8600.2563;3700.9444;24381;25;6792.1679;4.9498E+6;747523309.0
3209;Vecot Inc.;4259 W. Lake Ave.;50;27;07/08/07 01:00;1996-07-24;32224.8500;35475.3752;25262;148;91260.2272;6.675235E+6;232265994.0
3210;Marcy Elaine Bakery;616 Cobblestone Cir.;32;25;05/05/05 05:15;2000-02-22;81048.5550;6665.4210;23873;100;96136.4932;6.689801E+6;706127240.0
3211;Lake Shore Beaches;1770 first St.;23;43;06/03/78 10:02;1978-12-24;57641.5780;57200.9330;25002;95;55440.8335;8.919109E+6;263479338.0
3212;Green Bay Travel Services;1486 Oakwood;35;1;05/10/93 11:13;1980-09-05;15276.3840;75118.6410;9379;151;18233.6073;9.22828E+6;339211886.0
3213;Cosmo Skin Care Center;965 Marion Place Apt. 65C;3;35;05/07/73 10:22;1985-03-11;94840.7548;1417.1670;28636;244;77075.9600;8.925202E+6;305923968.0
3214;Terrinni & Son Auto and Truck;1920 Sunnyside Ave.;12;48;09/12/85 07:07;2001-01-24;9594.5382;18368.7208;5126;168;94752.0464;1.465424E+6;774577398.0
3215;Marks, Marks, and Kaplan Ltd.;456 Groverland Ave.;37;34;06/03/01 12:55;2005-07-24;61557.0876;58188.1016;9288;96;18470.0360;39896.0;187697478.0
3216;Nel Video Productions;1436 Waverly Rd.;10;32;01/08/03 05:13;2005-11-28;83420.5080;18087.1602;13828;212;5724.3455;5.848097E+6;266580746.0
3217;Masterlands Cleaning;770 Exmoor Rd.;21;4;03/11/77 10:40;1975-08-11;99714.9450;52700.0480;18538;221;91369.0457;7.362026E+6;668778390.0
3218;Lee Stairworks and Carpentry,;2267 Anderson Lane;41;50;10/12/79 06:40;1996-06-18;26450.8540;3285.7444;16086;90;32878.9840;6.183164E+6;69219330.0
3219;North Shore Appliance Service;970 Vilas Circle;11;32;05/05/04 08:20;1994-03-03;912.5317;2284.7755;24795;163;88840.5472;6.656144E+6;31021325.0
3220;Dapper's Antiques;54 Lakeview Terrace;14;23;10/07/05 04:35;2000-02-27;9428.2032;48564.3405;6813;120;79400.8906;1.3696E+6;750400835.0
3221;Deer Lake Inn;367Bluebird Terr.;23;35;10/03/82 04:55;1972-10-19;75860.3014;7216.8380;8532;47;86135.1510;3.213296E+6;483396368.0
3222;Metro Appliance Service;218 Oakridge Ave.;15;3;06/07/71 03:40;2001-08-19;21702.5695;7628.0954;12962;40;34568.4100;5.308365E+6;13073274.0
3223;Doll House Rock;643 De Temple Rd.;25;12;10/06/01 01:40;1971-09-10;38089.0034;62520.7454;12603;20;8272.4159;5.31113E+6;537945230.0
3224;Venturi Discount Drugs;662 Lyons Circle;2;37;01/05/03 06:47;1978-11-17;45472.3550;78414.4487;14898;72;57970.3080;3.47567E+6;20419750.0
3225;Glassman & Stone;1795 Lake Cook Rd.;32;10;02/02/02 06:53;2001-01-19;68044.7488;55960.7596;12381;176;62710.9524;5.87928E+6;407442765.0
3226;Chands CPA;1799 Rosemary Way;12;21;07/10/05 02:28;1992-07-20;313.9840;96028.7676;13368;31;68708.3552;6.094683E+6;96105.0
3227;American Deli Workers Union;4259 W. Lake Ave.;24;41;08/11/06 12:27;1978-04-27;54740.3985;92976.7892;17252;105;2907.2605;9.524576E+6;6660192.0
3228;Gourmet the Frog;12 Skokie Valley Rd.;38;11;02/08/00 08:07;2000-03-12;90308.5510;63886.1406;22674;23;85472.6474;8.612346E+6;15282094.0
3229;Nirabi Auto Service;2148 Eastview Dr.;14;14;02/09/00 11:40;1990-08-05;54194.1900;68368.7883;23820;49;66826.2250;2.493152E+6;300981700.0
3230;Toggle & Myerson Ltd;4763 Blackhawk Rd.;17;23;05/10/02 09:55;2000-09-29;89224.8532;15464.8713;28821;215;82333.6142;9.507474E+6;28817712.0
3231;Michael Montgomery Hair Saloon;512 Hill;5;15;01/10/98 01:00;1971-10-20;9020.2072;66400.0320;3900;97;48592.7929;686600.0;73639250.0
3232;K L Consulting;2600 Winsor Mall;32;25;12/02/08 06:53;2001-04-23;37123.0506;13574.0520;17650;172;51456.8245;6.322382E+6;55018926.0
